UnixTimestamp,NormalizedPacketCount
0,0.00037021242716726366
1,0.00036877582424076945
2,0.0003670067813693604
3,0.00036493289421803403
4,0.0003625817584517881
5,0.0003599809697356203
6,0.0003571581237345283
7,0.0003541408161135097
8,0.0003509566425375623
9,0.00034763319867168373
10,0.0003441980801808716
11,0.0003406788827301236
12,0.0003371032019844376
13,0.0003334986336088109
14,0.0003298927732682415
15,0.000326313216627727
16,0.000322787559352265
17,0.0003193433971068533
18,0.0003160083255564894
19,0.0003128099403661711
20,0.0003097758372008961
21,0.000306933611725662
22,0.00030431085960546647
23,0.00030193517650530725
24,0.00029983415809018197
25,0.00029803540002508835
26,0.000296566497975024
27,0.0002954550476049867
28,0.00029472864457997394
29,0.00029441488456498366
30,0.00029454136322501327
31,0.00029509702817513277
32,0.00029603809480971546
33,0.0002973430604627145
34,0.00029899042246808293
35,0.0003009586781597739
36,0.0003032263248717403
37,0.00030577185993793535
38,0.0003085737806923122
39,0.00031161058446882374
40,0.00031486076860142315
41,0.00031830283042406346
42,0.0003219152672706978
43,0.0003256765764752792
44,0.00032956525537176077
45,0.00033355980129409557
46,0.00033763871157623665
47,0.0003417804835521371
48,0.00034596361455575006
49,0.00035016660192102854
50,0.00035436794298192563
51,0.0003585461350723944
52,0.0003626796755263879
53,0.0003667470616778592
54,0.0003707267908607616
55,0.0003745973604090479
56,0.00037833726765667115
57,0.00038192500993758464
58,0.0003853390845857413
59,0.0003885579889350943
60,0.00039156022031959666
61,0.00039447448168615734
62,0.00039743841681582514
63,0.0004004439342937628
64,0.0004034829427051331
65,0.0004065473506350987
66,0.0004096290666688223
67,0.0004127199993914666
68,0.00041581205738819456
69,0.0004188971492441686
70,0.00042196718354455166
71,0.0004250140688745064
72,0.0004280297138191955
73,0.0004310060269637819
74,0.0004339349168934281
75,0.00043680829219329686
76,0.0004396180614485509
77,0.0004423561332443531
78,0.00044501441616586607
79,0.0004475848187982525
80,0.00045005924972667526
81,0.0004524296175362969
82,0.00045468783081228025
83,0.0004568257981397883
84,0.0004588354281039833
85,0.0004607086292900281
86,0.00046243731028308574
87,0.0004640133796683187
88,0.0004654287460308896
89,0.0004666753179559615
90,0.00046774500402869674
91,0.00046866703267346406
92,0.00046947664532279274
93,0.00047017477007408703
94,0.000470762335024751
95,0.0004712402682721889
96,0.0004716094979138049
97,0.0004718709520470032
98,0.0004720255587691879
99,0.0004720742461777632
100,0.0004720179423701334
101,0.00047185757544370257
102,0.0004715940734958748
103,0.0004712283646240544
104,0.0004707613769256455
105,0.00047019403849805235
106,0.00046952727743867904
107,0.00046876202184492974
108,0.0004678991998142087
109,0.0004669397394439202
110,0.0004658845688314681
111,0.0004647346160742567
112,0.00046349080926969043
113,0.00046215407651517315
114,0.0004607253459081093
115,0.00045920554554590285
116,0.00045759560352595804
117,0.000455896447945679
118,0.0004541090069024701
119,0.0004522342084937353
120,0.0004502729808168789
121,0.00044805857214502237
122,0.0004454460788685623
123,0.0004424692012608144
124,0.000439161639595095
125,0.00043555709414472
126,0.00043168926518300557
127,0.00042759185298326747
128,0.00042329855781882223
129,0.00041884307996298547
130,0.0004142591196890733
131,0.00040958037727040214
132,0.00040484055298028765
133,0.00040007334709204605
134,0.00039531245987899343
135,0.0003905915916144458
136,0.0003859444425717191
137,0.00038140471302412966
138,0.0003770061032449932
139,0.000372782313507626
140,0.00036876704408534414
141,0.0003649939952514635
142,0.0003614968672793003
143,0.0003583093604421705
144,0.00035546517501339013
145,0.0003529980112662753
146,0.00035094156947414217
147,0.0003493295499103066
148,0.0003481956528480847
149,0.0003475735785607926
150,0.00034749702732174626
151,0.0003479860869035523
152,0.0003490162395295131
153,0.0003505542771489897
154,0.0003525669917113426
155,0.00035502117516593256
156,0.00035788361946212035
157,0.00036112111654926666
158,0.00036470045837673205
159,0.00036858843689387746
160,0.0003727518440500634
161,0.0003771574717946507
162,0.00038177211207700003
163,0.00038656255684647216
164,0.0003914955980524275
165,0.00039653802764422707
166,0.0004016566375712316
167,0.0004068182197828016
168,0.0004119895662282979
169,0.0004171374688570811
170,0.0004222287196185119
171,0.0004272301104619511
172,0.0004321084333367595
173,0.0004368304801922975
174,0.0004413630429779261
175,0.00044567291364300574
176,0.00044972688413689744
177,0.00045349174640896164
178,0.0004569342924085593
179,0.00046002131408505074
180,0.000462719603387797
181,0.0004651206640809225
182,0.00046734460250670725
183,0.0004694011144817458
184,0.0004712998958226324
185,0.00047305064234596123
186,0.0004746630498683269
187,0.0004761468142063235
188,0.0004775116311765456
189,0.0004787671965955873
190,0.0004799232062800431
191,0.0004809893560465072
192,0.00048197534171157407
193,0.00048289085909183796
194,0.0004837456040038932
195,0.00048454927226433404
196,0.00048531155968975503
197,0.00048604216209675047
198,0.0004867507753019145
199,0.0004874470951218414
200,0.00048814081737312586
201,0.0004888416378723619
202,0.0004895592524361441
203,0.0004903033568810666
204,0.0004910836470237237
205,0.0004919098186807099
206,0.0004927915676686194
207,0.0004937385898040467
208,0.0004947605809035859
209,0.0004958672367838316
210,0.0004970682532613778
211,0.0004983019843260569
212,0.0004995032506795383
213,0.000500676448206172
214,0.0005018259727903077
215,0.0005029562203162956
216,0.0005040715866684853
217,0.0005051764677312272
218,0.0005062752593888708
219,0.0005073723575257663
220,0.0005084721580262635
221,0.0005095790567747123
222,0.0005106974496554629
223,0.000511831732552865
224,0.0005129863013512686
225,0.0005141655519350236
226,0.00051537388018848
227,0.0005166156819959878
228,0.0005178953532418968
229,0.0005192172898105569
230,0.0005205858875863184
231,0.0005220055424535307
232,0.0005234806502965441
233,0.0005250156069997086
234,0.0005266148084473738
235,0.00052828265052389
236,0.0005300235291136068
237,0.0005318418401008744
238,0.0005337419793700428
239,0.0005357283428054615
240,0.000537805326291481
241,0.0005399740097592797
242,0.0005422298672241292
243,0.0005445688856965186
244,0.0005469870521869364
245,0.0005494803537058719
246,0.0005520447772638141
247,0.0005546763098712515
248,0.0005573709385386733
249,0.0005601246502765683
250,0.0005629334320954255
251,0.0005657932710057338
252,0.000568700154017982
253,0.0005716500681426592
254,0.0005746390003902542
255,0.0005776629377712559
256,0.0005807178672961533
257,0.0005837997759754352
258,0.0005869046508195907
259,0.0005900284788391085
260,0.0005931672470444776
261,0.000596316942446187
262,0.0005994735520547255
263,0.0006026330628805821
264,0.0006057914619342457
265,0.000608944736226205
266,0.0006120888727669493
267,0.0006152198585669673
268,0.0006183336806367479
269,0.0006214263259867801
270,0.0006244937816275527
271,0.0006276547886038894
272,0.0006310166915276178
273,0.0006345583827597325
274,0.0006382587546612271
275,0.0006420966995930963
276,0.0006460511099163344
277,0.0006501008779919355
278,0.000654224896180894
279,0.0006584020568442041
280,0.0006626112523428603
281,0.0006668313750378566
282,0.0006710413172901874
283,0.0006752199714608471
284,0.0006793462299108297
285,0.0006833989850011298
